Test Result DB
         c        Lc         t
   6.95705   3.07137   7.22899
   0.00000   4.24032   5.65420
   2.99033   3.33351  11.50608
   3.02028   3.09936  19.14163
   2.04624   5.81635  14.12783
   1.01618   1.88886  13.94818
   9.05424   4.99115   5.67424
   3.19945   1.03901   9.77592
   1.00653   6.89418  13.99025
   0.00000   4.30150  18.06482
   4.74314   7.27253   4.44333
   1.01693   2.95752   9.09231
   0.00000   4.33390  17.96895
   7.49424   7.79776  16.65178
   6.00014   2.88471  15.75623
   6.00175   6.00179   6.26761
   2.99340   1.95106   9.48764
   0.00000   5.03069   9.91999
   5.88814   6.06417  10.97332
   5.06925   8.32436  11.44428
   2.84270   4.47020   3.94509
   5.05623   6.94510   5.89119
   8.98459   6.01444   9.14145
   3.00766   5.09288   4.87267
   5.91136   1.96078  10.46439
   3.03209   8.92331  17.89045
   7.18624   6.95960  19.43192
   3.17028   6.02676  19.97827
   2.97969   1.14314  18.35304
   3.03698   3.95786  12.10415
   8.14582   5.96014   8.71331
   0.98556   7.87827  10.92949
   0.00000   4.31144  18.09988
   1.24808   7.67041   6.69257
   0.98938   5.12037  19.12844
   2.99694   8.84312  18.83107
   2.07030   7.86604  19.18396
   0.00000   4.86323  15.88813
   1.08975   4.81561  14.02607
   1.04175   7.91035   7.19122
   0.00000   4.37604   6.04140
   6.77185   4.97871  13.59735
   1.06318   3.84856  12.98801
   2.85300   7.92175  11.65450
   6.95877   5.95553  10.74085
   4.02793   3.99330   8.82788
   8.06863   2.11393  17.40765
   3.30139   0.93254  19.61983
   0.00000   4.36484  17.89857
   4.01789   7.99516   4.40589
   3.96288   2.99418  15.52269
   0.00000   4.77212   9.11863
   0.00000   4.74158  16.04784
   7.00061   3.11386   7.21986
   2.03363   4.98063  16.01320
   1.67344   7.00079   3.11610
   1.94159   5.10542   1.95481
   2.12788   0.75125  12.68889
   0.00000   4.32957   3.38883
   5.73867   1.69218  13.93816
   1.99684   4.04530  17.89802
   0.00000   4.84354  10.76927
   9.07340   5.96258   9.70864
   2.67315   8.09062  13.46677
   4.01447   4.01147  19.33790
   1.14999   4.18456   3.69278
   6.97805   3.94099   3.89135
   0.00000   4.81981  13.03358
   6.97238   7.15104   3.89081
   0.49652   6.11546   2.36616
   3.02044   3.89695   5.17304
   4.91910   8.04310  19.32367
   9.02789   2.99377  11.14706
   1.96966   4.98288  19.43799
   2.96771   3.06547  16.81742
   1.04778   0.96762  16.93440
   8.11718   5.95261  19.62953
   3.03658   2.86684   5.58509
   7.01315   4.99125  19.75580
   1.04055   3.84141  12.88121
   2.93617   2.05232  10.84757
   2.90265   2.98046  15.68970
   4.84470   7.56138   5.08762
   2.02511   4.19927  13.91361
   5.84047   5.99156  19.54012
   0.00000   4.17677   8.02483
   0.98308   0.68006   7.86287
   5.01933   5.91592   5.64345
   0.00000   5.41852  15.04932
   6.92666   5.88920  11.73148
   5.91370   4.00325  16.72918
   8.95485   7.02607   6.10824
   0.00000   4.71666   9.03796
   4.01990   9.05305  10.32629
   1.09557   6.14200  18.25189
   6.93318   3.98680  13.00955
   0.99169   3.81081   6.95029
   5.00113   8.85242  16.81280
   7.04640   3.94275  16.57732
   3.05051   6.07694  17.05577
   2.94736   8.94964  16.50669
   3.93349   6.86745  14.42273
   0.00000   4.58566  19.97341
   9.09025   5.00404  10.18749
   7.90845   5.01735  12.29735
   0.00000   4.76393  13.85941
   1.91007   5.05248  15.33967
   1.96850   6.96029   9.80328
   8.08158   2.10201  17.16361
   2.02186   4.06511   2.31526
   1.14537   1.28183   4.12631
   0.00000   5.03027   9.89076
   8.07024   3.21634   7.74026
   5.92320   6.07257  14.02995
   1.81578   5.02509   4.50844
   5.14208   5.83918   2.44728
   2.04795   5.81900   8.31715
   3.99049   4.98857  18.08511
   3.91241   4.92646  19.79818
   4.02191   5.98197  17.92010
   1.98006   6.92000   9.96534
   6.00971   6.96127  10.12704
   8.96745   5.95179   8.07526
   7.95520   2.96321  15.28945
   1.00848   3.86721  20.06443
   6.04127   3.99774  10.87496
   0.00000   4.08808   5.24149
   1.94389   5.03966  19.14895
   8.85572   2.91129  15.61293
   0.00000   4.04171   5.00362
   3.99695   3.98930   5.16838
   8.95570   4.03587  15.15311
   9.01260   3.99421  14.08464
   8.99841   5.96866  10.53425
   5.06231   3.02469  19.36975
   6.01157   4.98378   9.69989
   8.97024   4.99925  12.07205
   6.55271   9.14480  18.17584
   3.15952   2.90400   2.97209
   0.00000   4.36229  17.90041
   6.00476   7.00094  14.15744
   8.97997   8.27408  10.44577
   1.97133   6.05038  10.02397
   2.92448   6.62204   4.72333
   1.95155   3.16783   5.60819
   7.07788   6.94812  19.47330
   0.97927   2.51913   7.11739
   1.02039   3.98985  11.74100
   0.00000   5.33708   1.99608
   5.07397   2.90276   4.33098
   0.00000   5.41858  15.01921
   0.00000   4.24168   7.06761
   5.47002   7.55104   4.06876
   1.05468   2.21630   5.19317
   5.92269   6.05697  13.36580
   0.00000   4.32994  17.96788
   7.01367   5.97396   6.03983
   2.99050   1.92954   9.54066
   2.05593   0.99682   7.67714
   4.92448   0.99204  19.91389
   9.00012   4.92942  17.79413
   4.05620   1.89426  10.75050
   5.04444   7.97399  18.96015
   0.00000   4.17852   4.15955
   8.04942   3.88421   5.76581
   6.12903   5.87416   8.71744
   8.98575   8.22656  11.00027
   0.00000   4.51170  12.05903
   0.92127   8.17142   5.94779
   0.00000   4.08140   7.40438
   6.82433   4.97601   4.10927
   1.01372   1.01030  14.96877
   3.01760   7.98895  19.83887
   5.01616   6.89699   8.73561
   1.89261   7.91541   4.93625
   1.02667   3.91933  12.95244
   9.00245   3.99603  20.04150
   5.04709   4.89325   6.68625
   3.99859   5.85330  17.87310
   1.98319   1.87410  12.75715
   6.06753   2.05972  20.23754
   0.00000   4.56003  18.90951
   0.88946   1.35563  19.98270
   0.00000   4.18984   7.99550
   1.99085   8.88052  10.45456
   8.88690   3.96608  14.04516
   0.00000   5.41570  15.07280
   2.07400   5.91694  18.17518
   5.87134   2.98411  12.50600
   2.89802   4.99401   9.86842
   7.73935   5.89090  15.01224
   3.95336   7.89288  17.97780
   7.54569   7.85470  16.44699
   7.04360   3.01589  15.05850
   2.07882   5.75960   9.03591
   6.94798   4.98781   9.82238
   4.02820   2.06244   6.73034
   0.00000   4.71805  11.21113
   1.86004   4.12609   7.85481
   0.00000   4.49713  12.03470
   5.90462   3.00900   8.14669
   2.09858   4.00895  19.81985
   1.10548   2.96964   7.05450
   3.47456   6.81394   2.37713
   4.94985   6.00089   5.04418
   6.09392   5.93516   8.91703
   7.97749   6.00126   6.94920
   7.84537   4.92062  14.09148
   1.06711   7.32107  10.06620
   1.01529   7.85175  19.08352
   0.00000   4.47144  11.98165
   8.06806   2.07258  13.48678
   6.28907   7.05693   6.51814
   7.89339   6.05769  18.65321
   8.98844   5.99662   9.30110
   5.57043   7.45677  16.13025
   9.01114   5.97743   7.96411
   5.00233   2.95146   5.46356
   6.03687   3.09830  19.40203
   6.00090   8.99952  17.50423
   4.95444   3.05164  16.00783
   5.92625   5.99696  14.47688
   3.01438   4.04536   4.97093
   0.95664   2.09757  13.90151
   0.00000   4.83316  10.80442
   6.03866   3.01991  15.41253
   6.00077   3.92546   8.27726
   3.01442   3.90031  15.78398
   4.84206   7.01271  10.74199
   1.93123   8.25353  13.69369
   1.06210   0.96982  16.96621
   4.94704   5.93047   9.23016
   2.96810   6.98413  19.23764
   8.92561   8.00281  12.27018
   0.00000   5.02234   9.98783
   7.98649   4.90484  18.40083
   7.89952   4.99738   4.82849
   6.92006   5.99899  15.89358
   0.92687   8.24015  15.66660
   7.06782   7.08538   3.87022
   2.16354   6.80796   9.47836
   0.00000   4.81940  12.99806
   0.90711   7.82885  18.84634
   4.06072   8.95167   7.82153
   7.14760   6.98584  19.15421
   2.82031   8.92212  15.85018
   0.97275   2.98679  18.78671
   8.86936   5.95595   4.79593
   3.94526   3.95885  19.75887
   8.00342   5.98487  15.83307
   1.03353   1.02682  17.06950
   6.99049   7.00749  19.21476
   0.00000   4.70843   9.01851
   4.87003   8.12380  19.52673
   0.88254   1.35079   7.57768
   2.01903   8.76867  14.66816
   1.97507   7.99110   8.87700
   2.02537   5.01492  14.09725
   5.93687   8.09712  18.10941
   6.87981   4.01213  10.95247
   2.94303   5.77501   2.32581
   5.02586   9.03518  17.15920
   2.93282   2.02548  10.88417
   8.90023   3.16339   9.57098
   7.21282   7.94872  12.44947
   1.07942   2.85205  11.87909
   0.00000   4.71210   8.96305
   0.00000   4.47931  11.90913
   6.93631   1.98340  17.65654
   4.93731   5.93732  16.59384
   3.02872   5.90941  20.20424
   0.00000   4.64451   8.89948
   2.92130   5.04335   9.99559
   8.06982   2.07966  13.65625
   9.01258   5.04289  15.87122
   0.00000   5.03065   9.91315
   7.00994   2.01465  12.13091
   0.00000   4.47444  11.90159
   3.09963   7.25271   4.63107
   2.04164   3.08327   5.21210
   2.02248   0.94729  13.54083
   8.89435   4.99566  13.36106
   3.93191   1.01920  15.76251
   5.28015   8.20343  12.20283
   0.00000   4.79758  13.23116
   1.89242   9.03301   8.30398
   2.96280   3.09136  17.00773
   3.85847   9.06834  13.62860
   7.89790   2.99667  15.02560
   2.91144   7.52098   4.76744
   2.52634   8.75978   9.10715
   1.00460   8.06103   7.52497
   0.95191   3.95626   7.78979
   5.01616   4.97887   9.01281
   0.93553   2.75259   5.29566
   7.05496   1.99517  16.74832
   8.00943   5.01447  12.82085
   6.90972   4.91033  19.58402
   1.07767   3.88917   6.90760
   4.93975   2.05686  13.03670
   8.04458   4.95456  17.46667
   6.01071   5.98319  15.74349
   0.00000   4.48247  11.93919
   7.77533   3.97782  16.74738
   7.04779   1.95708  14.20856
   6.05662   8.08884  12.26934
   2.07535   7.00729  11.92923
   3.99748   7.00136  13.88378
   3.00323   0.98095  18.19960
   1.87271   7.12041  18.28900
   2.83142   4.85067  16.80144
   4.03530   4.95682  18.91416
   9.00143   4.96676  14.00404
   5.99414   3.03835   7.49141
   2.89678   0.99897  11.67341
   0.00000   5.02768  10.00131
   0.00000   4.55410  19.04057
   3.11614   7.79223  10.75476
   2.08263   4.93319  19.02429
   0.00000   4.95524   3.91944
   3.02057   2.04657  17.73858
   0.00000   5.15515   2.12059
   2.99810   9.00275  17.71833
   0.89919   1.19069  19.11497
   5.94256   3.13019   6.97489
   3.01048   3.94851  13.95215
   6.00892   7.74375  12.53731
   8.93351   1.96931  16.89865
   5.02582   1.90919  18.89611
   8.05805   6.02707   8.68093
   5.09166   5.92863   9.43411
   7.83934   4.02104  19.15992
   2.22378   4.47331   2.76740
   0.00000   4.57647  19.20915
   8.11184   6.02693   8.92081
   6.99850   1.97487  14.15315
   8.96192   2.16380  16.01843
   4.06956   5.79570  13.79773
   0.00000   3.95751   4.96754
   0.00000   4.68095   8.99111
   3.11361   6.11748   1.42213
   0.00000   4.54978  12.08732
   2.99766   1.96036  15.83493
   5.98410   2.99139   8.21576
   0.95842   1.02306  12.68560
   4.91247   7.18477   3.47743
   0.00000   4.66106   8.91420
   0.99396   8.89103  16.32840
   1.94596   8.84928  10.82765
   7.04522   7.89319  12.87130
   3.89215   5.08810   8.85652
   4.82428   6.05899  12.22142
   5.05677   2.04220  12.56031
   1.02361   2.27534   6.02708
   1.97805   5.98217   8.06642
   1.00015   3.00101  12.03908
   0.00000   5.03069   9.91999
   3.03343   5.02029  12.11289
   0.00000   4.52971  20.09928
   4.88979   6.01881  12.07280
   3.33808   8.04136   2.77282
   7.83322   3.03998  12.90348
   0.97654   3.96761  18.92648
   4.93400   3.98012  18.06687
   1.00612   4.99908  16.99550
   2.95965   1.89168   9.35661
   8.11957   1.96325  15.26225
   3.99714   4.22040  10.24320
   5.98036   3.95830   8.83831
   8.96661   4.14505   8.53339
   5.01405   1.96871  10.72126
   2.82565   8.92817  16.68329
   2.89542   5.04538   9.91759
   7.10085   6.99494   4.53864
   5.01383   5.94115   9.45882
   9.02400   3.92191  14.82719
   6.01440   6.97813  20.14422
   8.99574   1.02539  13.30954
   6.03998   4.06409   5.36410
   8.89133   5.00610  13.28735
   2.93062   3.11620   8.14341
   3.02877   8.44976  12.34231
   1.96924   4.97122  19.18370
   2.93847   2.03336   6.51559
   1.16823   2.91690   4.67278
   2.50815   4.35634   3.88835
   3.92669   6.89776  14.29116
   8.95935   5.97860   9.90310
   1.04503   5.59218  10.20020
   5.59828   7.38299   4.51834
   0.00000   3.88995   5.09406
   8.02767   2.04061  13.92487
   5.83679   7.45253   4.34696
   0.00000   4.76495   9.05678
   3.01005   5.20778  10.71672
   0.00000   4.30975  18.00352
   1.91380   7.18817   5.78829
   4.96110   5.07364   5.03500
   4.04827   4.04598   8.56028
   5.92844   6.13925  14.63016
   5.97298   8.97809  17.39893
   1.00332   4.28361  13.92292
   4.07614   4.94074   1.26851
   2.97955   1.05528  18.20239
   7.96192   5.13268  19.78194
   2.05994   8.94136  19.73609
   3.97128   8.41115  13.02839
   8.04210   5.97280   5.06672
   6.01917   6.62888  19.53061
   3.02616   7.97303  19.90804
   2.01695   5.92026   8.52679
   2.86221   4.04106   7.48923
   0.00000   5.55706   1.98561
   3.06708   5.95061  11.96636
   1.69707   6.28644   2.76168
   1.08503   3.96172  13.98897
   2.17619   5.65345  10.64639
   0.00000   5.01289  10.01856
   7.99363   1.90944  17.69879
   0.00000   5.40810  14.99688
   7.02109   8.01883  10.47288
   2.92229   1.95424  15.37946
   0.00000   3.98183   4.96805
   0.00000   4.51132  11.97943
   1.04198   3.13346  10.39434
   4.95354   5.00912   8.02065
   1.07219   8.94433  16.32364
   3.95662   5.96648   5.10839
   2.95626   1.99249  14.91800
   4.04680   3.01166  15.21742
   4.98370   3.12236  15.08580
   3.94468   7.06274   9.07873
   8.95989   4.95755  16.96269
   5.01745   6.00430   9.36838
   9.06435   2.92123  13.96196
   5.79206   3.02662  13.15904
   4.41580   6.11457   5.46905
   3.05669   8.06623  15.08989
   1.08166   8.89318  13.94557
   0.99299   3.99529   7.04333
   5.96731   3.02370  15.37542
   8.05548   5.94975  19.54144
   2.95844   4.03428   5.60386
   0.00000   4.86055  15.88850
   2.84437   5.97836  18.56438
   4.94406   5.94041   2.60003
   3.98746   1.02070  15.58834
   0.00000   4.17076   7.87927
   2.08756   0.99890  12.74488
   0.89099   7.82641  18.85086
   0.85808   1.94017   3.58689
   2.04396   6.00177   9.96612
   1.35327   4.45961   6.27130
   2.97053   2.02365   6.37377
   3.08229   4.06170  15.22464
   0.95949   3.97224  19.23983
   2.78705   2.12078  10.88164
   3.08515   9.18326   8.36885
   0.93509   4.12592   6.97729
   0.00000   0.05049   0.14892
   1.37606   7.39338   6.64466
   5.01509   5.99097  20.03558
   1.82217   4.54240   3.54112
   4.23755   3.11518  12.97821
   7.88933   6.03082   5.18058
   6.88003   5.00959   4.08689
   6.00517   6.05289  13.01344
   1.12485   4.86772  18.32857
   2.12046   1.03216  12.90318
   9.08853   3.96187  17.71742
   5.03369   3.04645  15.08025
   8.90576   5.87818   4.62571
   0.00000   4.01920   4.98848
   8.35455   5.66831   2.38422
   9.02909   4.97150   9.66624
   0.00000   4.52385  20.05325
   0.00000   4.66917  19.04584
   7.04751   6.97996  19.53437
   0.92924   3.28583  10.30171
   0.96622   4.08060   9.03483
   2.03134   5.86262   9.86790
   9.08589   3.02243  11.53842
   8.93614   5.05622   9.49496
   9.03355   5.04784  14.35739
   2.00187   8.02390   8.10618
   6.88471   4.06155   3.27019
   4.95574   5.96409   6.98651
   2.90906   4.12069   7.17757
   8.04201   4.96066  14.15566
   8.05129   2.97742  14.00698
   6.83658   5.94922  16.07934
   3.10357   4.00464  12.25317
   6.85811   2.93506   9.16107
   0.00000   4.61906  13.96145
   5.92049   3.02406  14.99022
   1.96850   3.90145  10.86586
   3.15289   5.09089  10.50538
   8.88270   5.84188   4.68567
   3.74485   2.76786  10.20762
   9.06631   9.03828  13.17002
   1.03374   3.90188  12.96837
   8.15369   1.82614  17.88444
   2.57728   8.80232  12.88675
   2.75982   8.35561  13.27011
   6.89603   2.95874  19.28958
   5.03527   5.90996   9.43852
   5.01683   1.99437  20.06201
   5.57517   1.14362  13.01030
   0.00000   4.36214  18.24598
   0.95204   6.20755   9.25270
   0.00000   4.64540  14.00752
   1.02208   8.05846   7.88485
   0.00000   5.39182  14.91196
   3.07272   2.09853   7.72295
   1.96558   5.90971   9.95624
   3.04802   2.14898  11.66979
   1.97294   7.09259  17.97280
   8.15972   1.97425  17.46601
   9.00809   2.99536   9.89328
   0.00000   5.02679   9.91902
   4.06642   8.94505   8.50842
   6.71908   8.39503  19.50654
   0.00000   3.86866   4.97950
   2.00799   8.93265  19.66388
   1.09194   8.90611  13.99551
   8.89903   5.04170  16.97529
   8.98443   5.02546  17.98427
   3.96177   1.07213  12.81132
   4.22450   5.95804   5.38517
   1.99766   9.03985  15.58749
   2.04433   6.74568  14.72782
   0.00000   4.57075  20.03211
   3.98022   3.98361  19.61993
   0.94390   8.28183  10.73828
   3.97489   2.98479  19.58455
   7.94314   5.97496  15.70834
   3.81700   6.24830  11.35926
   0.91334   1.50554  19.98298
   4.93499   8.20736  10.67235
   2.02698   5.82314  14.63749
   0.00000   5.35603   1.75284
   4.90669   6.83912   8.64460
   2.96187   6.01761   6.82184
   4.04779   1.98975  16.64120
   4.03679   2.04287   9.04203
   6.03393   3.93094   5.40370
   9.03879   5.98394   9.92720
   0.00000   4.68895  13.90392
   7.03129   5.96564   6.06164
   2.02322   3.08868   5.25637
   0.00000   4.71459   9.03794
   3.02097   3.00036  19.92634
   6.92382   3.99786  18.91510
   0.77286   3.31702  20.08229
   3.17189   4.08201   1.56892
   1.09018   3.04455  12.23756
   0.00000   4.48537  11.94037
   8.00753   4.01205  14.98171
   8.07755   5.92439   9.22480
   0.00000   4.67778  13.93502
   5.25562   6.83073   6.08464
   4.39522   8.38162   9.74120
   3.89469   6.82251   3.35876
   2.92500   9.03214  17.71316
   5.91362   3.08506   7.12633
   5.05971   2.95409  19.49835
   1.00763   4.09491  17.25416
   4.87189   2.96397   3.88028
   6.03045   6.94081  10.93703
   5.74259   0.95477   8.81673
   8.98407   9.00813  13.30667
   0.00000   4.53016  20.17499
   5.12559   8.99981   9.49910
   1.03361   8.84423  18.97374
   4.89951   6.07235  13.22841
   5.33092   5.90634   3.32588
   8.31880   6.75760   3.42509
   6.74798   7.08035   6.98145
   5.77277   7.00657  19.48304
   3.00750   5.01129  18.92694
   4.92206   2.69121   8.89311
   2.32065   4.55838   3.89867
   3.00384   1.01643  18.23032
   5.05506   4.91578   8.95454
   5.67022   5.17207   2.24920
   6.88817   8.11953  13.28297
   0.00000   4.81061  12.70311
   1.06101   4.97375  10.17670
   6.95129   2.00846  12.76655
   3.96369   3.01922  14.10951
   0.87972   3.07101   7.98874
   0.00000   5.16909   2.11081
   2.95008   3.97825  14.18468
   0.00000   4.29678  18.03609
   0.00000   4.75373  10.98302
   1.04218   3.89172  13.05945
   7.76676   6.97704   5.51648
   4.06509   3.97996  16.15682
   6.04842   4.06259   6.88858
   0.00000   4.21229   7.06022
   0.00000   4.58459  13.97996
   5.97554   3.01176   8.29258
   8.99895   3.98258  14.14092
   0.00000   4.95462   2.26039
   3.95424   9.32802  10.01309
   8.03443   5.97263   7.95571
   0.00000   4.31634  17.99610
   3.00089   4.03485   7.36586
   5.93313   6.93102  20.04119
   6.02377   2.99645  16.48629
   2.92547   8.98649  16.29685
   5.66730   1.01284   9.04266
   6.03349   4.89765  14.94956
   6.77005   7.10898  11.58471
   3.91369   6.95796   4.85352
   5.14479   7.08367   6.91256
   0.00000   5.41236  15.00240
   4.83894   7.02536   5.85441
   0.00000   4.79408  15.95929
   0.00000   4.76783  11.04211
   0.99156   1.83069  12.90741
   2.22833   7.19366  19.78808
   1.99919   8.17137   5.22529
   8.09967   5.99723  15.95359
   1.08027   5.95847  18.00681
   8.99406   7.98604  16.32926
   0.00000   4.55659  19.00148
   2.79438   9.26823  10.74692
   7.88061   3.00095  15.10808
   2.96926   7.87379  11.15527
   8.99579   2.98820  13.64260
   0.00000   3.97658   4.90917
   0.99657   7.02495  12.01958
   2.04137   5.81306  14.78153
   4.10729   8.21148  17.70721
   3.13301   8.93174  14.24643
   2.99039   2.01851  16.80499
   0.00000   4.83156  12.88764
   0.93194   4.46528  11.49098
   4.96972   2.99281  16.93264
   3.00309   2.00990  10.85170
   2.01939   1.99788  12.20566
   3.71336   7.07871   4.90734
   3.99205   7.96843  18.01137
   3.98887   8.06418  11.58970
   6.07557   9.03320  10.28410
   1.95117   3.06091  10.98684
   2.90882   4.05287  15.22169
   3.99773   3.88221   8.56654
   6.89762   6.99302   4.62382
   2.95290   4.01513  18.14291
   2.06333   1.03092  14.88381
   0.00000   4.19785   7.90571
   0.93938   3.94879  20.09540
   4.86543   6.01765   9.50873
   0.85116   5.83214   3.23135
   0.98982   3.86039  12.92102
   2.78910   7.96665  13.98581
   3.91680   7.03723   9.03453
   0.00000   4.00320   4.92275
   6.04755   3.95588   3.07369
   9.01382   2.93327  14.05320
   3.94551   7.06458   9.08684
   2.92624   1.92141   6.62510
   0.00000   4.64927  16.16631
   0.00000   4.51452  11.97927
   9.03645   4.96978  13.94451
   6.93699   7.02138  19.15219
   8.97297   7.93075  12.59427
   4.99236   1.98498   7.39602
   0.86592   7.21061   5.73990
   5.92019   6.88274  19.84521
   1.23548   1.96633   6.44932
   2.99250   3.04605  10.56858
   0.00000   4.81175  10.88493
   0.96178   4.28219  11.68419
   5.30794   2.06799  18.63468
   2.97543   6.08014  17.14180
   2.03777   4.13809  14.05057
   8.01842   4.97975   9.89723
   0.00000   4.66974  13.91275
   3.30442   7.53685  11.45094
   8.04291   6.00051   8.58196
   1.02392   8.95995  15.04008
   3.81681   9.32694  18.80723
   7.98383   6.01923  19.01540
   5.95912   6.93704   9.80538
   2.02999   6.89693  19.08212
   2.04356   8.80450   5.90624
   0.00000   4.78932  15.99161
   5.04091   5.81136   2.52343
   5.10855   3.00933  19.37173
   4.98199   3.96225   6.18900
   8.00149   2.96051  14.17684
   4.95348   5.00724   7.84336
   4.03201   6.07228  11.06949
   0.00000   4.48712  12.00532
   5.98470   1.95733  11.76707
   8.05959   3.04001  16.77429
   0.90430   4.02217   5.02528
   7.85541   2.99496  15.40743
   3.97669   5.98325   7.08411
   7.92935   2.98321  13.21084
   1.04364   1.90189  16.85115
   0.00000   5.00307   4.15601
   1.00405   6.01146  18.06561
   6.94761   3.03019   9.28351
   3.01051   6.99301  17.93715
   3.99481   3.98473   5.12844
   0.00000   4.74369  11.04565
   4.98350   8.01838  19.97935
   1.09677   2.82436   7.35921
   3.91711   9.07621  16.19273
   1.03032   5.03230  20.02704
   2.08309   8.88776  19.82498
   0.00000   4.02547   4.95806
   4.00320   0.98543  16.38616
   1.88703   2.96397  15.85672
   6.08634   6.91576  16.97045
   7.55299   7.75577  16.02107
   4.72677   6.81061   5.18769
   4.12909   5.95365   5.30867
   2.02291   2.01941  10.07746
   0.00000   4.70670   9.00680
   1.05018   3.89061   8.92938
   7.95682   5.97999   5.21921
   1.97053   4.20218  10.08126
   8.00153   5.15866  19.91842
   0.83067   1.84224  19.75441
   8.74017   6.86666   3.11334
   2.00734   6.95399  14.93614
   0.99383   7.84096   7.25705
   4.99874   5.96602   6.10125
   2.17573   7.23066  19.83353
   8.98097   2.02863  17.12862
   3.06604   6.95132  19.43135
   0.99886   5.88751   4.65449
   6.80871   4.95147   4.12155
   1.87816   7.13207  18.69245
   3.97088   6.74019   4.77985
   6.99409   3.95833   4.10197
   1.95916   4.17102  11.94645
   9.01116   5.96958  17.49371
   0.00000   4.73558   9.03496
   5.89386   3.00324  11.48849
   2.27440   7.83943   6.96660
   6.99140   5.01556   4.24521
   0.00000   4.56633  18.98849
   1.06951   4.88219  18.08603
   0.00000   4.32726  18.08178
   5.98422   1.96867  18.28224
   0.00000   4.07045   4.89032
   5.09401   5.69448   5.35178
   8.04585   3.05244   8.40088
   9.02870   4.00161  18.95198
   3.81238   6.93330  20.01696
   0.00000   4.66736   8.89204
   9.01471   5.00553  18.02065
   7.08572   7.02447  19.64183
   0.97532   7.98157  10.93685
   5.08741   3.95174  18.75858
   8.98254   4.01351  14.89865
   2.00938   3.09017  14.01204
   0.00000   4.74043  10.99335
   8.00279   3.94633   7.76533
   2.11653   3.95445  13.79560
   2.03889   1.96816  14.98076
   0.00000   5.29359   1.97727
   3.00848   5.01685   3.37183
   2.04026   3.08414  13.10304
   0.00000   4.98814  10.03129
   3.11041   7.96327   1.78839
   3.95807   4.99243  16.92922
   3.00794   4.08400   4.81748
   6.08122   3.96171   7.28682
   3.06555   7.00349  18.36197
   1.01354   8.04832  14.77521
   0.00000   4.31942  17.96876
   4.01486   3.95250   8.71250
   2.73109   9.11423   5.11254
   0.00000   5.02679   9.97780
   0.99877   2.64371  18.79118
   0.00000   4.73714   4.45487
   0.00000   4.73390   8.95362
   1.03561   4.96611  18.11939
   8.11701   2.12249  17.47384
   9.00170   4.97301  16.93541
   7.02177   5.00446  15.64919
   7.05212   1.95115  17.32343
   2.01612   7.98415  18.16811
   7.09004   1.93228  14.29284
   6.93279   1.95913  17.47397
   8.02555   4.95941   4.44954
   5.00389   5.74585   5.28777
   0.97976   6.58272  19.22737
   3.04162   8.01897  17.26399
   1.02190   4.82849  17.95529
   0.00000   4.02920   4.95573
   6.95004   6.04836   9.59634
   7.85729   1.99361  19.87861
   8.98503   4.95897  15.15483
   1.02251   3.75213   7.07650
   2.05487   6.75079   9.58873
   7.01208   7.01270  19.08025
   2.98863   1.02953  18.28671
   5.99541   3.01236  14.93367
   2.01395   3.90341  13.85192
   1.68128   1.57885  11.33724
   0.00000   4.56683  19.04834
   2.94734   4.80658   3.99090
   1.13987   3.88333   7.19953
   2.05511   5.80745   8.48239
   7.07352   8.15535  13.46685
   7.06169   3.92740  16.34408
   8.98280   6.02559  18.66433
   3.96513   4.03051  15.08116
   1.99581   5.83742  14.55687
   0.93833   3.26258  10.34426
   5.39971   7.63330  11.69808
   8.01672   1.92765  17.66434
   3.96169   4.99336  16.93460
   3.01834   4.09660  12.07433
   8.16582   3.97898   6.40266
   4.96320   7.00880   8.94052
   2.03749   6.93868  16.88777
   0.98775   0.88812  12.86013
   3.04826   7.08146  11.62794
   6.98119   4.00301   4.01532
   8.94476   4.98468   9.58503
   6.92091   1.97877  13.63707
   1.94156   3.00231   7.89024
   3.14366   7.86405   6.19944
   2.00773   2.99328  10.85894
   1.85746   6.22906   8.27687
   7.11923   6.91992   3.39347
   1.98862   5.84331   9.87732
   6.98473   3.10532   7.36309
   6.96563   4.00178  10.97024
   8.99935   4.08346  19.85239
   0.00000   3.93763   5.06419
   7.02222   6.96062   4.50737
   1.87202   8.20121   1.92539
   8.16096   5.97258  19.68767
   7.91993   3.03215  18.19858
   5.40295   2.07099  18.78426
   5.13888   5.92448   2.44357
   0.00000   4.49453  12.03246
   2.06942   2.05988  12.91312
   1.97851   8.13974  13.18549
   3.83400   6.97012   8.72617
   3.11287   7.91535  15.12776
   6.96091   4.00777  16.03906
   3.83353   7.08879  19.44446
   5.99885   3.01577   7.99267
   6.97457   2.88547  19.59029
   2.01483   5.94217  15.97091
   7.10927   7.20878   4.48162
   4.23881   2.05311  14.07227
   2.06807   3.10778  19.99245
   0.00000   4.56720  19.97631
   1.96719   5.05080  10.10843
   6.96191   1.97902  14.42576
   2.99796   4.06170  19.07934
   6.92315   1.96170  14.78846
   4.72326   8.08235  19.24005
   4.08298   6.85209  14.53992
   5.41754   7.70288  10.76760
   2.86762   8.94976  16.15793
   0.00000   4.68622   8.96041
   0.00000   4.80835  13.19914
   3.09533   7.96600  15.22662
   8.06225   5.99683  19.72925
   4.34121   6.96240   3.01322
   8.93750   4.00184  14.15394
